Method: 100g-500g,,,,,,,,,,,,,,,,,,,,
Sensor,1.0N,1.5N,2.0N,2.5N,3.0N,3.5N,4.0N,4.5N,5.0N,5.5N,6.0N,6.5N,7.0N,7.5N,8.0N,8.5N,9.0N,9.5N,10.0N,Avg Err
P11,5.502883471,6.851564697,7.071121,8.327753749,8.24144354,8.999771257,9.033623232,9.495926619,9.599145393,9.243759135,8.905949688,8.687384122,8.615098292,8.778503074,9.158511028,9.741548428,10.51839795,11.48340458,12.63393296,8.994195906
P12,23.42127125,23.3873542,20.02150522,16.28033684,14.07644729,13.01648305,10.94998245,7.752402432,4.655297607,2.537872463,0.868131323,0.729603444,2.274806585,3.681531584,4.854240378,5.822843234,6.611041256,7.237781784,7.718307196,9.257749452
P13,31.39307292,29.81892783,28.76569606,25.87082913,23.08331985,20.83351348,18.6996317,16.37554539,14.162099,12.09089469,10.27050464,8.655536408,7.120416558,5.637308268,4.36466373,3.274708793,2.345160709,1.557942701,0.898251752,13.95884335
P14,20.90455526,30.15612905,29.52931807,27.70903004,26.38566209,25.27551594,23.19612048,20.76206849,18.8266269,16.98054261,14.99318867,12.96996636,11.72862226,10.85944261,10.32171488,10.08548862,10.12913193,10.43766115,11.00159927,18.0132834
P15,31.44438242,24.73359699,21.30993727,18.78894916,16.18862479,14.80882475,13.46734972,11.64536043,9.80918637,8.172232102,6.783404124,5.819967934,5.112787008,3.967288147,2.859193037,1.857749961,1.039907713,0.386297882,0.11871966,10.43756629
P16,6.434495288,7.616490307,7.384670931,7.288646912,6.855764158,6.351067316,5.716672349,5.298023509,4.888231431,3.925731524,3.425898732,2.845609694,2.285712626,1.822597001,1.473972729,1.226776015,1.07048211,0.996531478,0.997910045,4.100278114
P17,32.1837767,31.32275778,27.19691371,23.6035195,19.83784753,17.86155945,15.95667204,14.84270913,13.63180699,11.73899843,10.02865415,8.73849286,7.441326909,6.487231629,5.836443881,5.459160002,5.333204777,5.442419055,5.775535217,14.14310683
P18,22.32365582,19.18682304,16.33078926,14.7794011,12.19015742,9.732519574,7.371964481,5.555986923,3.815969516,2.127120026,0.931719239,0.273172383,1.475378627,2.417453666,3.132119625,3.644666834,3.974756462,4.137690083,4.145319361,7.239298076
P19,34.57930566,29.27029507,26.20807302,21.00844111,17.25763593,14.60217212,11.74848167,9.355391031,6.911610241,4.533315379,2.227254261,0.143708363,1.321755951,2.486314151,3.388806008,4.0591031,4.520298489,4.790241422,4.882630895,10.6997281
P20,3.302388161,0.631760734,1.804973146,3.108316912,2.088229467,1.885762299,1.237792145,0.914231945,0.717398019,0.740637278,0.06995694,1.389244011,2.311381658,2.904937741,3.252595645,3.376795012,3.294129316,3.01655681,2.552246572,2.031543885
P21,9.668624288,6.346999987,4.505841594,3.303829231,2.649072921,2.511789758,2.547446439,3.355559693,4.08681734,4.507346677,4.936045335,5.471195983,6.115199226,6.847102041,7.44845205,7.935126097,8.319908565,8.613199439,8.823530766,5.683846707
P22,0.294334066,5.987243464,9.252706059,9.59609008,8.796921068,7.606120663,6.271184991,4.991859097,3.178763752,1.36989784,0.26443564,1.515859476,2.603665191,3.447125017,4.076546705,4.515373115,4.7818413,4.890152501,4.851311589,4.646917453
P23,18.37678652,19.6284174,20.16501615,19.27267227,17.97187473,17.34170066,16.81070261,15.90308295,15.1248598,14.51629904,14.08342279,13.49055395,12.87347296,12.28418827,11.83521489,11.58561285,11.51782938,11.61829894,11.87663237,15.0671915
P24,19.50486663,21.45064923,22.32410702,22.7894309,22.81863789,21.61012095,20.54327696,18.95096002,18.33381845,17.4277921,16.3260843,15.42902101,14.6783561,14.21218177,14.00073079,14.02170056,14.25854593,14.69928952,15.33568462,17.82711867
P25,17.6204514,18.8338792,16.50846034,13.26630676,11.26221834,10.11642869,8.589883483,6.656658666,5.228161557,3.682399263,1.958600312,0.306433721,1.16723719,2.533115847,3.818002419,4.956026599,5.933069916,6.767630179,7.474836616,7.7199895
,,,,,,,,,,,,,,,,,,,,
Method: 200g-500g,,,,,,,,,,,,,,,,,,,,
Sensor,1.0N,1.5N,2.0N,2.5N,3.0N,3.5N,4.0N,4.5N,5.0N,5.5N,6.0N,6.5N,7.0N,7.5N,8.0N,8.5N,9.0N,9.5N,10.0N,Avg Err
P1,9.895594203,15.07248123,17.04961656,17.74784708,18.38675495,18.61822337,18.38952077,18.3199403,17.97476542,17.97901059,18.08834475,18.11510155,18.41453112,18.96358331,19.74625125,20.75200632,21.97474814,23.41210259,25.06496516,18.6297573
P2,8.601832906,4.056958916,1.709443468,3.09690143,5.942179345,7.027248748,4.977304773,2.898525803,1.734834552,0.563416684,0.695068354,0.959262272,0.918420721,0.598609672,0.017205574,0.815260449,1.893910531,3.21877622,4.794381153,2.869449556
P3,24.39628979,26.93470267,28.19633311,29.63013167,29.89365101,29.90873432,29.96707896,29.40022902,29.27242311,28.94810088,28.64374351,28.88955575,28.92184402,28.98127625,29.28063017,29.80278802,30.53548413,31.47035926,32.60229891,29.24608708
P4,12.75008471,13.27972774,13.53975207,12.58486763,11.67057069,10.09587408,8.343246855,6.598028752,5.687920434,4.831501347,4.214713768,3.688797826,3.040639817,2.279563582,1.696271633,1.270583372,0.986502922,0.831267682,0.79465866,6.220240714
P5,53.01798514,44.16541926,41.76093445,38.88944013,37.57313755,37.05813437,37.29871214,36.81757222,35.92865031,34.34915749,32.34569354,30.88530066,29.4535548,28.45467738,27.84150872,27.57940844,27.64341995,28.01633415,28.68736856,34.6192847
P6,4.391750299,5.210587504,4.670173793,4.744110846,4.064675445,3.359025141,2.658880574,1.898658961,0.999908728,0.172388214,0.524548712,1.06841065,1.43855646,2.048731957,2.534949224,2.858819323,3.03583496,3.078197417,2.995506019,2.723879696
P7,52.77364343,41.68736157,30.87653923,23.50362114,17.02787541,12.24324026,7.658627879,4.267730607,0.707851758,2.796125241,5.305011536,7.553559917,9.882230376,12.25417792,14.25875861,15.94837587,17.3638973,18.53746972,19.49451434,16.53371643
P8,5.511737277,0.476571707,0.37577102,1.376481004,2.046640728,2.226845225,2.412642064,2.412847772,2.696285695,2.424509456,2.43549277,2.469929268,2.366379378,2.281808174,2.381496264,2.650741816,3.078649725,3.657354172,4.381467346,2.508613203
P9,6.886551801,10.56201895,12.03352547,12.04902953,11.80873801,11.68660339,11.38136094,11.16556771,10.87438481,10.4220782,10.92516099,10.79390955,10.47026609,9.910448617,9.288917928,8.771698217,8.346870601,8.004653785,7.7369434,10.16414358
P10,25.97032661,24.07763765,21.11385944,18.03110344,14.37575304,11.7885224,8.940802707,6.093735557,3.638366825,1.247697579,1.010324964,3.012541306,4.816684656,6.613268981,8.106232111,9.335389881,10.33188457,11.12024,11.71982737,10.59706311
P11,95.50042293,69.33052301,51.85542612,40.96577135,31.28724423,24.57449436,18.35674221,13.57896631,9.158031515,4.876337137,1.100931439,2.169821103,4.990214107,7.346336183,9.308882175,10.93202521,12.25767811,13.3184454,14.13970625,22.89726311
P12,42.03120549,37.02436792,29.96083587,23.46612634,19.20179964,16.50605154,13.04213046,8.654366652,4.559242361,1.589745908,0.825397353,3.080091638,5.207734392,7.136686321,8.785852632,10.19390895,11.39149177,12.40312664,13.24861196,14.12151441
P13,15.75647921,18.10396246,19.84691944,19.24248414,18.29857373,17.56353258,16.71587309,15.50363379,14.25671234,13.03426199,11.96789799,11.03006656,10.10608801,9.176889276,8.414628508,7.798995245,7.313679695,6.945454315,6.683505014,13.03998091
P14,45.12369763,49.16012979,43.64472403,38.06297498,33.81717751,30.327398,26.22476209,22.07790231,18.68485916,15.57625694,12.48953022,9.504902697,7.389024361,5.717454541,4.432208336,3.489688123,2.857190978,2.510506715,2.432250476,19.65908626
P15,51.84634935,38.91721226,31.64217867,26.33683248,21.55493142,18.45223359,15.66606269,12.60558715,9.705645065,7.144774863,4.941940579,3.246698497,1.873186945,0.137629412,1.504925687,2.995994301,4.269889905,5.352047476,6.263062458,13.9187991
P16,23.05189512,19.92449296,16.58310355,14.14434576,11.81870063,9.744870125,7.776537347,6.208645758,4.788788161,2.933222545,1.632640855,0.331125366,0.88377072,1.948240806,2.854469159,3.622705269,4.269261441,4.807423554,5.248114136,7.503808066
P17,0.80156234,5.993914853,8.105599307,9.345530572,9.541801103,10.7585459,11.61236135,12.90250273,13.84528563,13.88100258,13.90338148,14.19710254,14.34610207,14.74319471,15.37101989,16.21781994,17.27633273,18.54304564,20.01770242,12.70546357
P18,3.323400228,5.07675286,5.721424065,6.79801694,6.417548339,5.794111319,4.987917427,4.50366576,3.930613418,3.273830631,3.006885259,2.640903148,2.200026955,1.9627723,1.908007623,2.019654559,2.285521469,2.696481156,3.245883079,3.77860087
P19,58.67208799,46.17887303,38.54952326,29.82322505,23.45897009,18.7624728,14.22342476,10.42955687,6.796555243,3.400798073,0.21756776,2.631039128,4.785423141,6.575332237,8.053195101,9.25948534,10.22574068,10.97667224,11.53166581,16.55534782
P20,24.08367244,19.69731227,17.25223716,14.69179908,10.37373265,7.538247977,4.652127861,2.418966987,0.553321028,0.907388917,3.029555485,5.496842208,7.456338472,9.003019863,10.23687288,11.19570009,11.90848779,12.39742734,12.67934062,9.766967953
P21,20.36666832,14.75680927,11.08724609,8.370312318,6.414386872,5.136599368,4.167796428,4.075925967,4.007737665,3.707828437,3.480320753,3.416142818,3.512095327,3.742176598,3.875757029,3.923142738,3.892612319,3.790870495,3.623380281,6.070937321
P22,11.67763333,3.606714996,1.661790327,3.806549146,4.554093532,4.684778858,4.489421888,4.202693975,3.264552068,2.225815979,1.275812885,0.643446769,0.119905559,0.201264036,0.341840918,0.318490501,0.143956987,0.17209494,0.622476938,2.52701756
P23,2.258340909,7.247178019,10.60287217,12.04704503,12.69020192,13.68111786,14.5584561,14.90051742,15.23508651,15.63039014,16.11447922,16.36052193,16.515581,16.64161975,16.86359777,17.25166508,17.79516474,18.48626392,19.31942806,14.43155408
P24,5.297478071,2.092337653,7.221323513,11.18042857,14.19596026,15.63663647,16.87059635,17.31992326,18.51392808,19.24855434,19.63458033,20.10241639,20.61472917,21.33617397,22.25399468,23.35967349,24.64810158,26.11701398,27.76660908,17.54791891
P25,10.55601859,13.46480034,12.49109723,10.31015088,9.126376486,8.649438812,7.698882802,6.265263772,5.270785376,4.108063086,2.72284199,1.372124314,0.169947677,0.950042586,2.011126486,2.942863722,3.727674448,4.381745012,4.918312246,5.849345044
,,,,,,,,,,,,,,,,,,,,
Method: 100g-1kg,,,,,,,,,,,,,,,,,,,,
Sensor,1.0N,1.5N,2.0N,2.5N,3.0N,3.5N,4.0N,4.5N,5.0N,5.5N,6.0N,6.5N,7.0N,7.5N,8.0N,8.5N,9.0N,9.5N,10.0N,Avg Err
P1,43.13326008,45.62033052,45.12583237,43.69547526,42.61594963,41.33847845,39.73411147,38.48832955,37.05462232,36.13466454,35.42113941,34.68378473,34.31621443,34.27923401,34.54437584,35.09134825,35.90630709,36.98067641,38.31034926,38.55128861
P2,4.085359973,3.611582097,12.09537167,15.43096341,20.1552403,22.71579382,21.50686346,20.0965072,19.62594438,19.04787628,18.28335084,18.63802474,19.31031941,20.28059436,21.53731878,23.07554788,24.89597503,27.00439,29.41144368,18.98991933
P3,5.828679482,7.83315267,8.793960862,9.923798224,10.07611477,10.02877547,10.02611527,9.500523717,9.351536394,9.04035742,8.749451128,8.926348212,8.925026108,8.948599705,9.176487415,9.593898382,10.1902,10.95810386,11.89309561,9.356011827
P4,5.041205966,9.263958323,12.24666871,13.45031739,14.29998295,14.18586605,13.66063094,12.96359744,13.01438945,13.01742493,13.19289485,13.3964034,13.40509062,13.23460451,13.21290753,13.32591977,13.56261146,13.91433524,14.37434128,12.77700794
P5,32.12688113,28.88119286,29.89255611,29.71670391,30.50918611,31.74838718,33.49750558,34.37827514,34.71522276,34.24104319,33.22822592,32.66433727,32.0484974,31.80604691,31.90387862,32.3186212,33.03459925,34.04245912,35.33825757,32.42588828
P6,18.7359767,20.67251875,20.76730566,21.41023808,21.07724997,20.6392805,20.1526181,19.55299624,18.75638249,18.01519875,17.40468143,16.95576356,16.69645726,16.13919816,15.71666531,15.47648158,15.40205452,15.48037325,15.70126713,18.14487934
P7,24.47598383,26.20210616,24.18073161,23.07485885,21.38921153,20.4379621,18.95878842,18.23309252,16.87140558,15.19273681,14.38604538,13.65163027,12.60791507,11.31911388,10.3297767,9.606222575,9.122481867,8.858559158,8.799196929,16.19462207
P8,11.57068561,13.75808319,12.11684483,11.22719241,10.33807072,9.175513608,8.209472231,7.192849511,6.585526497,5.494397145,4.772394514,4.137308591,3.415911352,2.76059152,2.329986357,2.101714443,2.058652407,2.187789994,2.479413557,6.416442026
P9,20.20735755,21.22944241,20.65390545,18.99933434,17.39870074,16.14603903,14.8659476,13.80255132,12.75947724,11.63250571,11.53290414,10.84501654,10.01049483,8.982050397,7.929534418,7.012499526,6.214419133,5.521751009,4.92328485,12.66669559
P10,42.64961048,42.29490218,40.14814777,37.53501273,34.03585088,31.63541688,28.81762081,25.91290413,23.40380457,20.91619312,18.54086495,16.43357731,14.53218579,12.61251363,11.03552386,9.757716935,8.745107246,7.970992341,7.414360324,22.86275294
P11,5.474558208,8.128842789,9.289216042,11.3137971,11.83450502,13.13947547,13.62842334,14.51371154,14.98415628,14.93914694,14.88290963,14.92770719,15.10663272,15.51840839,16.14638979,16.97909262,18.0091505,19.23260482,20.6484258,14.14195548
P12,23.32116458,27.89857736,27.69357153,26.23877363,25.90802527,26.49173704,25.68966424,23.37632994,20.97902103,19.55887557,18.54241305,17.51349066,16.46334778,15.50635444,14.7688762,14.2259319,13.85779833,13.64881364,13.58651227,20.27733045
P13,31.30295379,33.82109258,35.69197301,34.92739671,33.79432909,32.9084176,31.90319036,30.49226239,29.04730655,27.63419966,26.40079855,25.31535562,24.24796593,23.17678166,22.29574804,21.58165418,21.01586093,20.58325064,20.27146242,27.70589472
P14,20.90120109,30.31602272,29.80401529,28.06832287,26.81280156,25.75891461,23.72263931,21.32242262,19.41695178,17.5963955,15.62972755,13.62346284,12.40072699,11.5501463,11.03125393,10.81430798,10.87786197,11.20710456,11.79272554,18.56036869
P15,31.40148744,26.54832982,24.3714409,22.7808409,20.89340765,20.13043304,19.30571158,17.89473434,16.40168664,15.06526965,13.94855075,13.25020516,12.79747013,11.84898204,10.91734711,10.08028872,9.424030016,8.930521135,8.585225328,16.5566296
P16,6.426426377,7.978158722,8.008160321,8.115525335,7.845555411,7.476280613,6.955954167,6.638624618,6.318358137,5.427725768,4.997946222,4.47957612,3.975963845,3.565638474,3.267425351,3.068718619,2.959365349,2.931112546,2.977202478,5.442827288
P17,32.14080095,33.22619347,30.39489129,27.74148968,24.67197776,23.30387336,21.90035477,21.24647595,20.42766796,18.83199673,17.38318094,16.34426951,15.26597381,14.52880959,14.09580849,13.93950018,14.03973978,14.38220797,14.95736994,20.46434643
P18,22.26193325,21.87887915,20.90181198,20.79838551,19.29226753,17.69664113,16.03429361,14.83117491,13.61055155,12.36402341,11.59443453,10.76053736,9.883079177,9.256190056,8.851041541,8.645485679,8.622472352,8.768933467,9.074983812,13.95405895
P19,34.48671564,33.26806814,33.01834208,29.74304838,27.49459874,26.0915392,24.21936825,22.66399589,20.89729742,19.07647794,17.23050587,15.54943482,14.50851964,13.75842014,13.26570303,13.00487476,12.9565068,13.1059207,13.44225263,20.93587316
P20,3.308857523,0.337112079,2.326430362,3.809281731,2.922287928,2.836472776,2.28439546,2.047203727,1.92832158,2.02442637,1.269279841,0.007940137,0.888162639,1.439601773,1.745165931,1.826867208,1.700928408,1.378974037,0.868861564,1.839503741
P21,9.746289203,2.713373761,1.977074244,5.496612503,8.086347281,9.852471234,11.22905952,11.56105959,11.84249335,12.3756597,12.80956516,13.03981084,13.07128361,12.9353533,12.90366191,12.96552335,13.11236749,13.33726954,13.63460534,10.66788847
P22,0.228850676,9.095344457,14.83976674,17.08990901,17.79123455,17.81849382,17.49499576,17.08149625,15.94672216,14.70821112,13.57694052,12.80813473,12.16641859,11.75568762,11.5507256,11.53221115,11.68533846,11.99884358,12.46430644,13.24387533
P23,18.36838694,20.0046679,20.81790898,20.13283298,18.99435134,18.5033002,18.09186598,17.2836443,16.59339982,16.06465259,15.70562977,15.17732054,14.61831978,14.08224392,13.68417337,13.48491934,13.46733495,13.61820166,13.92743511,16.45371524
P24,19.45262211,23.82372808,26.47759116,28.34888612,29.52683305,29.22080878,28.92464993,27.9550294,27.94739023,27.55972451,26.90069939,26.41495216,26.04790418,25.9589176,26.12234538,26.51932657,27.13629119,27.96392183,28.99642865,26.9104237
P25,17.52709614,23.08374123,23.79125857,22.74998395,22.54214558,22.94835547,22.68719401,21.76738784,21.26348309,20.49563753,19.409528,18.31083868,17.34075914,16.42879117,15.55294291,14.8008435,14.19769494,13.72815426,13.37969062,19.05292245
,,,,,,,,,,,,,,,,,,,,
Method: 200g-1kg,,,,,,,,,,,,,,,,,,,,
Sensor,1.0N,1.5N,2.0N,2.5N,3.0N,3.5N,4.0N,4.5N,5.0N,5.5N,6.0N,6.5N,7.0N,7.5N,8.0N,8.5N,9.0N,9.5N,10.0N,Avg Err
P1,22.98907215,28.53177416,30.55932877,31.19721928,31.79344516,31.95322581,31.61422949,31.46235786,31.01241351,30.95706225,31.02356118,31.00278928,31.28807063,31.8530387,32.67930231,33.75466349,35.07192063,36.62806679,38.42376613,31.7787004
P2,27.83335239,18.01520947,8.075334001,2.679467588,3.624023654,7.87829166,8.602028873,8.923469994,9.925964353,10.69759666,11.18190311,12.62956388,14.31529907,16.23684848,18.39668122,20.8014456,23.46170872,26.39191728,29.61054483,14.69898162
P3,5.759144316,1.982242929,0.342215196,2.536334747,3.630740749,4.397891906,5.103632962,5.227274166,5.646230179,5.855238521,6.039003106,6.64284726,7.042482981,7.440341986,8.017499181,8.76385121,9.672602149,10.73966349,11.96323978,6.14749878
P4,5.069790218,9.288426997,12.26796816,13.46883709,14.31616515,14.19994063,13.67283744,12.9741482,13.02353018,13.02528608,13.19959801,13.40204021,13.40972936,13.23830809,13.21574232,13.32794114,13.56386586,13.9148618,14.37417298,12.78701
P5,9.594045851,10.49991682,14.01370188,15.95266043,18.41057571,21.04879177,24.00035883,26.0245343,27.43199837,27.97542003,27.91534999,28.20905375,28.38835147,28.87651474,29.65353563,30.70654648,32.02848868,33.61724142,35.47507752,24.7274823
P6,5.527640055,0.021366527,2.971926617,5.851679679,7.49998238,8.771924872,9.78669865,10.53064216,10.95488536,11.31635658,11.70645901,12.17194399,12.7542118,12.99121431,13.30769978,13.75881375,14.33594749,15.03266379,15.84428423,10.27033374
P7,8.392484846,1.941287878,0.27665736,2.397349429,3.49032999,4.820328429,5.400401642,6.42233343,6.690987486,6.508917263,7.002229251,7.460583221,7.535320639,7.29099055,7.260192407,7.425109315,7.772525933,8.292883443,8.979611739,6.07160654
P8,16.1210091,10.04601187,8.10916489,6.26882927,4.882203955,4.059724787,3.313721209,2.80648906,2.080421081,1.925334259,1.535087759,1.151252741,0.925630875,0.703724304,0.321677903,0.209879396,0.883355727,1.693607477,2.637524707,3.667086862
P9,2.876109798,6.650430217,8.240418541,8.387884319,8.263581617,8.236732833,8.019950603,7.88029358,7.659871416,7.276706086,7.816866694,7.73654968,7.465480534,6.961331033,6.394107095,5.925779919,5.54512908,5.242945894,5.011600461,6.9258826
P10,0.813603698,5.514342481,8.776157482,10.59524713,10.94505777,11.65605366,11.60572013,11.14702942,10.76857539,10.18952701,9.526675669,8.954658802,8.443093914,7.799142824,7.38359908,7.173822887,7.152467026,7.30632417,7.625503665,8.598768537
P11,2.237954285,1.578674182,3.652724002,6.356863313,7.502273309,9.313966512,10.27351884,11.56750945,12.41787438,12.7295406,12.99991013,13.34437559,13.80011083,14.46876101,15.33757366,16.39820879,17.64589414,19.07885595,20.69794324,11.65276485
P12,2.864426576,5.089311014,8.114243955,9.397289009,11.20375033,13.52861451,14.38962548,13.67108585,12.69302826,12.48192226,12.54157156,12.49930193,12.35842472,12.23931319,12.27534329,12.45246009,12.75975759,13.18879753,13.73311616,11.4463886
P13,3.779045756,10.2674421,15.16226782,17.16839762,18.38081058,19.47379492,20.20768282,20.36935015,20.33173211,20.1849293,20.09206016,20.04371439,19.93069025,19.74230899,19.67657664,19.72098332,19.86553393,20.10218887,20.42445506,18.15389288
P14,23.62033506,10.69893151,5.767433659,2.772739792,0.140889289,2.138215213,3.211437412,3.628061922,4.178491676,4.569877378,4.630875147,4.479057496,4.902143614,5.558675755,6.436271692,7.527613817,8.829567555,10.34261567,12.07051999,6.605460718
P15,3.635394203,4.091669343,5.397432759,6.484065501,6.84734117,7.883028566,8.635594786,8.66939314,8.471298249,8.290447087,8.21100999,8.443795551,8.843122108,8.702450395,8.520535771,8.380460315,8.374494192,8.492010722,8.724606917,7.636744777
P16,1.127732349,1.629988251,2.602756704,3.444157043,3.792423949,3.950892421,3.892661526,3.977382565,4.016828629,3.461999728,3.328863465,3.083646903,2.831458027,2.653078152,2.570081424,2.572430051,2.652054924,2.802416341,3.018182082,3.021528133
P17,13.60527292,6.089721831,3.045919428,1.003724732,0.058107247,1.713176269,3.077932421,4.790292112,6.137381281,6.599649056,7.013805624,7.653693909,8.132647025,8.825342763,9.719958033,10.80912063,12.08909367,13.55923613,15.22165907,7.323459692
P18,18.31620664,12.54531176,8.738121707,5.161700037,3.288327909,1.956202573,1.041088478,0.014640668,0.775103428,1.35640457,2.216519265,2.892869512,3.418641775,4.085597913,4.884929313,5.810499046,6.858295086,8.026049156,9.312970333,5.299972588
P19,2.743267206,6.782725642,10.24882351,10.3923724,10.82943903,11.61419146,11.69666287,11.83593478,11.59892478,11.15664615,10.558576,10.0034187,9.966327221,10.13564136,10.49376077,11.02778689,11.72849944,12.58964245,13.60742286,10.47421387
P20,13.78605308,9.31349595,5.538738644,3.092989894,3.039754833,2.369833735,2.242434096,1.892154479,1.488039632,0.923392605,1.227266011,2.081286961,2.582391398,2.789115451,2.776779329,2.562252337,2.157593434,1.570989201,0.807402572,3.275892823
P21,18.58864596,10.62808811,5.097980271,0.831324562,2.440512522,4.839470111,6.793339943,7.681606834,8.466552018,9.452285217,10.30617471,10.93035,11.33207537,11.54417713,11.83736565,12.20448142,12.63982992,13.13886224,13.69794074,9.602687512
P22,21.64190107,10.91085149,3.274689804,1.014524816,3.630657289,5.38641426,6.616369127,7.594728176,7.765443659,7.71215412,7.652007693,7.847193195,8.091290968,8.497100048,9.051992969,9.746714492,10.5746523,11.53132437,12.61401535,8.4817908
P23,6.620071111,10.11298862,12.32442141,12.83082638,12.69545293,13.02280558,13.31893827,13.15002956,13.02633705,13.00428483,13.10301303,12.99865391,12.83122749,12.65770868,12.59579113,12.70988573,12.98680053,13.41656594,13.99180842,12.49461108
P24,10.67460671,2.516838079,3.27480859,7.812985801,11.34918492,13.28058636,14.95247794,15.80602058,17.35780149,18.4259713,19.12224629,19.87778605,20.65914009,21.63426502,22.79366967,24.1315073,25.64490402,27.33350702,29.19918776,17.14986816
P25,8.591496114,15.32900326,17.149836,17.06288893,17.60268191,18.62220523,18.91724413,18.5066645,18.44636241,18.08431384,17.37203193,16.61393022,15.95408645,15.32729794,14.71507899,14.20724536,13.83164671,13.57543829,13.42815096,15.96513701
